29.6,63.6,215.0,996.7
29.6,62.7,272.0,996.7
29.6,62.5,364.0,996.7
29.6,62.6,309.0,996.7
29.7,62.9,267.0,996.6
29.7,63.3,240.0,996.6
29.7,63.8,257.0,996.6
