29.21661376953125,69.4580078125,9.77,995
29.246826171875,71.014404296875,36.78,995
29.3072509765625,71.990966796875,303.6,995
29.35760498046875,72.021484375,337.44,995
29.36767578125,70.758056640625,469.12,995
29.3878173828125,69.195556640625,446.72,995
29.3878173828125,67.83447265625,313.52,995
29.36767578125,66.56494140625,377.12,995
29.39788818359375,65.68603515625,284.88,995
29.3878173828125,64.910888671875,511.52000000000004,995
29.3878173828125,64.324951171875,505.44,995
29.3878173828125,63.836669921875,514.4,995
29.36767578125,63.153076171875,513.12,995
29.35760498046875,62.664794921875,458.56,995
29.35760498046875,62.469482421875,518.24,995
29.33746337890625,62.2802734375,517.92,995
29.3072509765625,62.054443359375,510.24,995
